,game_datetime,top_team,bottom_team,scrape_datetime,top_final,bottom_final,top_spread,top_spread_odds,top_ml_odds,top_total,top_total_odds,bottom_spread,bottom_spread_odds,bottom_ml_odds,bottom_total,bottom_total_odds,top_s_G_1,top_s_Date_1,top_s_H/A_1,top_s_Op_1,top_s_W/L_1,top_s_Tm_1,top_s_Opp_1,top_s_FG_1,top_s_FGA_1,top_s_FG%_1,top_s_3P_1,top_s_3PA_1,top_s_3P%_1,top_s_FT_1,top_s_FTA_1,top_s_FT%_1,top_s_ORB_1,top_s_TRB_1,top_s_AST_1,top_s_STL_1,top_s_BLK_1,top_s_TOV_1,top_s_PF_1,top_s_Opp_FG_1,top_s_Opp_FGA_1,top_s_Opp_FG%_1,top_s_Opp_3P_1,top_s_Opp_3PA_1,top_s_Opp_3P%_1,top_s_Opp_FT_1,top_s_Opp_FTA_1,top_s_Opp_FT%_1,top_s_Opp_ORB_1,top_s_Opp_TRB_1,top_s_Opp_AST_1,top_s_Opp_STL_1,top_s_Opp_BLK_1,top_s_Opp_TOV_1,top_s_Opp_PF_1,top_s_G_2,top_s_Date_2,top_s_H/A_2,top_s_Op_2,top_s_W/L_2,top_s_Tm_2,top_s_Opp_2,top_s_FG_2,top_s_FGA_2,top_s_FG%_2,top_s_3P_2,top_s_3PA_2,top_s_3P%_2,top_s_FT_2,top_s_FTA_2,top_s_FT%_2,top_s_ORB_2,top_s_TRB_2,top_s_AST_2,top_s_STL_2,top_s_BLK_2,top_s_TOV_2,top_s_PF_2,top_s_Opp_FG_2,top_s_Opp_FGA_2,top_s_Opp_FG%_2,top_s_Opp_3P_2,top_s_Opp_3PA_2,top_s_Opp_3P%_2,top_s_Opp_FT_2,top_s_Opp_FTA_2,top_s_Opp_FT%_2,top_s_Opp_ORB_2,top_s_Opp_TRB_2,top_s_Opp_AST_2,top_s_Opp_STL_2,top_s_Opp_BLK_2,top_s_Opp_TOV_2,top_s_Opp_PF_2,top_s_G_3,top_s_Date_3,top_s_H/A_3,top_s_Op_3,top_s_W/L_3,top_s_Tm_3,top_s_Opp_3,top_s_FG_3,top_s_FGA_3,top_s_FG%_3,top_s_3P_3,top_s_3PA_3,top_s_3P%_3,top_s_FT_3,top_s_FTA_3,top_s_FT%_3,top_s_ORB_3,top_s_TRB_3,top_s_AST_3,top_s_STL_3,top_s_BLK_3,top_s_TOV_3,top_s_PF_3,top_s_Opp_FG_3,top_s_Opp_FGA_3,top_s_Opp_FG%_3,top_s_Opp_3P_3,top_s_Opp_3PA_3,top_s_Opp_3P%_3,top_s_Opp_FT_3,top_s_Opp_FTA_3,top_s_Opp_FT%_3,top_s_Opp_ORB_3,top_s_Opp_TRB_3,top_s_Opp_AST_3,top_s_Opp_STL_3,top_s_Opp_BLK_3,top_s_Opp_TOV_3,top_s_Opp_PF_3,top_s_G_4,top_s_Date_4,top_s_H/A_4,top_s_Op_4,top_s_W/L_4,top_s_Tm_4,top_s_Opp_4,top_s_FG_4,top_s_FGA_4,top_s_FG%_4,top_s_3P_4,top_s_3PA_4,top_s_3P%_4,top_s_FT_4,top_s_FTA_4,top_s_FT%_4,top_s_ORB_4,top_s_TRB_4,top_s_AST_4,top_s_STL_4,top_s_BLK_4,top_s_TOV_4,top_s_PF_4,top_s_Opp_FG_4,top_s_Opp_FGA_4,top_s_Opp_FG%_4,top_s_Opp_3P_4,top_s_Opp_3PA_4,top_s_Opp_3P%_4,top_s_Opp_FT_4,top_s_Opp_FTA_4,top_s_Opp_FT%_4,top_s_Opp_ORB_4,top_s_Opp_TRB_4,top_s_Opp_AST_4,top_s_Opp_STL_4,top_s_Opp_BLK_4,top_s_Opp_TOV_4,top_s_Opp_PF_4,top_s_G_5,top_s_Date_5,top_s_H/A_5,top_s_Op_5,top_s_W/L_5,top_s_Tm_5,top_s_Opp_5,top_s_FG_5,top_s_FGA_5,top_s_FG%_5,top_s_3P_5,top_s_3PA_5,top_s_3P%_5,top_s_FT_5,top_s_FTA_5,top_s_FT%_5,top_s_ORB_5,top_s_TRB_5,top_s_AST_5,top_s_STL_5,top_s_BLK_5,top_s_TOV_5,top_s_PF_5,top_s_Opp_FG_5,top_s_Opp_FGA_5,top_s_Opp_FG%_5,top_s_Opp_3P_5,top_s_Opp_3PA_5,top_s_Opp_3P%_5,top_s_Opp_FT_5,top_s_Opp_FTA_5,top_s_Opp_FT%_5,top_s_Opp_ORB_5,top_s_Opp_TRB_5,top_s_Opp_AST_5,top_s_Opp_STL_5,top_s_Opp_BLK_5,top_s_Opp_TOV_5,top_s_Opp_PF_5,top_s_G_6,top_s_Date_6,top_s_H/A_6,top_s_Op_6,top_s_W/L_6,top_s_Tm_6,top_s_Opp_6,top_s_FG_6,top_s_FGA_6,top_s_FG%_6,top_s_3P_6,top_s_3PA_6,top_s_3P%_6,top_s_FT_6,top_s_FTA_6,top_s_FT%_6,top_s_ORB_6,top_s_TRB_6,top_s_AST_6,top_s_STL_6,top_s_BLK_6,top_s_TOV_6,top_s_PF_6,top_s_Opp_FG_6,top_s_Opp_FGA_6,top_s_Opp_FG%_6,top_s_Opp_3P_6,top_s_Opp_3PA_6,top_s_Opp_3P%_6,top_s_Opp_FT_6,top_s_Opp_FTA_6,top_s_Opp_FT%_6,top_s_Opp_ORB_6,top_s_Opp_TRB_6,top_s_Opp_AST_6,top_s_Opp_STL_6,top_s_Opp_BLK_6,top_s_Opp_TOV_6,top_s_Opp_PF_6,top_s_G_7,top_s_Date_7,top_s_H/A_7,top_s_Op_7,top_s_W/L_7,top_s_Tm_7,top_s_Opp_7,top_s_FG_7,top_s_FGA_7,top_s_FG%_7,top_s_3P_7,top_s_3PA_7,top_s_3P%_7,top_s_FT_7,top_s_FTA_7,top_s_FT%_7,top_s_ORB_7,top_s_TRB_7,top_s_AST_7,top_s_STL_7,top_s_BLK_7,top_s_TOV_7,top_s_PF_7,top_s_Opp_FG_7,top_s_Opp_FGA_7,top_s_Opp_FG%_7,top_s_Opp_3P_7,top_s_Opp_3PA_7,top_s_Opp_3P%_7,top_s_Opp_FT_7,top_s_Opp_FTA_7,top_s_Opp_FT%_7,top_s_Opp_ORB_7,top_s_Opp_TRB_7,top_s_Opp_AST_7,top_s_Opp_STL_7,top_s_Opp_BLK_7,top_s_Opp_TOV_7,top_s_Opp_PF_7,bottom_s_G_1,bottom_s_Date_1,bottom_s_H/A_1,bottom_s_Op_1,bottom_s_W/L_1,bottom_s_Tm_1,bottom_s_Opp_1,bottom_s_FG_1,bottom_s_FGA_1,bottom_s_FG%_1,bottom_s_3P_1,bottom_s_3PA_1,bottom_s_3P%_1,bottom_s_FT_1,bottom_s_FTA_1,bottom_s_FT%_1,bottom_s_ORB_1,bottom_s_TRB_1,bottom_s_AST_1,bottom_s_STL_1,bottom_s_BLK_1,bottom_s_TOV_1,bottom_s_PF_1,bottom_s_Opp_FG_1,bottom_s_Opp_FGA_1,bottom_s_Opp_FG%_1,bottom_s_Opp_3P_1,bottom_s_Opp_3PA_1,bottom_s_Opp_3P%_1,bottom_s_Opp_FT_1,bottom_s_Opp_FTA_1,bottom_s_Opp_FT%_1,bottom_s_Opp_ORB_1,bottom_s_Opp_TRB_1,bottom_s_Opp_AST_1,bottom_s_Opp_STL_1,bottom_s_Opp_BLK_1,bottom_s_Opp_TOV_1,bottom_s_Opp_PF_1,bottom_s_G_2,bottom_s_Date_2,bottom_s_H/A_2,bottom_s_Op_2,bottom_s_W/L_2,bottom_s_Tm_2,bottom_s_Opp_2,bottom_s_FG_2,bottom_s_FGA_2,bottom_s_FG%_2,bottom_s_3P_2,bottom_s_3PA_2,bottom_s_3P%_2,bottom_s_FT_2,bottom_s_FTA_2,bottom_s_FT%_2,bottom_s_ORB_2,bottom_s_TRB_2,bottom_s_AST_2,bottom_s_STL_2,bottom_s_BLK_2,bottom_s_TOV_2,bottom_s_PF_2,bottom_s_Opp_FG_2,bottom_s_Opp_FGA_2,bottom_s_Opp_FG%_2,bottom_s_Opp_3P_2,bottom_s_Opp_3PA_2,bottom_s_Opp_3P%_2,bottom_s_Opp_FT_2,bottom_s_Opp_FTA_2,bottom_s_Opp_FT%_2,bottom_s_Opp_ORB_2,bottom_s_Opp_TRB_2,bottom_s_Opp_AST_2,bottom_s_Opp_STL_2,bottom_s_Opp_BLK_2,bottom_s_Opp_TOV_2,bottom_s_Opp_PF_2,bottom_s_G_3,bottom_s_Date_3,bottom_s_H/A_3,bottom_s_Op_3,bottom_s_W/L_3,bottom_s_Tm_3,bottom_s_Opp_3,bottom_s_FG_3,bottom_s_FGA_3,bottom_s_FG%_3,bottom_s_3P_3,bottom_s_3PA_3,bottom_s_3P%_3,bottom_s_FT_3,bottom_s_FTA_3,bottom_s_FT%_3,bottom_s_ORB_3,bottom_s_TRB_3,bottom_s_AST_3,bottom_s_STL_3,bottom_s_BLK_3,bottom_s_TOV_3,bottom_s_PF_3,bottom_s_Opp_FG_3,bottom_s_Opp_FGA_3,bottom_s_Opp_FG%_3,bottom_s_Opp_3P_3,bottom_s_Opp_3PA_3,bottom_s_Opp_3P%_3,bottom_s_Opp_FT_3,bottom_s_Opp_FTA_3,bottom_s_Opp_FT%_3,bottom_s_Opp_ORB_3,bottom_s_Opp_TRB_3,bottom_s_Opp_AST_3,bottom_s_Opp_STL_3,bottom_s_Opp_BLK_3,bottom_s_Opp_TOV_3,bottom_s_Opp_PF_3,bottom_s_G_4,bottom_s_Date_4,bottom_s_H/A_4,bottom_s_Op_4,bottom_s_W/L_4,bottom_s_Tm_4,bottom_s_Opp_4,bottom_s_FG_4,bottom_s_FGA_4,bottom_s_FG%_4,bottom_s_3P_4,bottom_s_3PA_4,bottom_s_3P%_4,bottom_s_FT_4,bottom_s_FTA_4,bottom_s_FT%_4,bottom_s_ORB_4,bottom_s_TRB_4,bottom_s_AST_4,bottom_s_STL_4,bottom_s_BLK_4,bottom_s_TOV_4,bottom_s_PF_4,bottom_s_Opp_FG_4,bottom_s_Opp_FGA_4,bottom_s_Opp_FG%_4,bottom_s_Opp_3P_4,bottom_s_Opp_3PA_4,bottom_s_Opp_3P%_4,bottom_s_Opp_FT_4,bottom_s_Opp_FTA_4,bottom_s_Opp_FT%_4,bottom_s_Opp_ORB_4,bottom_s_Opp_TRB_4,bottom_s_Opp_AST_4,bottom_s_Opp_STL_4,bottom_s_Opp_BLK_4,bottom_s_Opp_TOV_4,bottom_s_Opp_PF_4,bottom_s_G_5,bottom_s_Date_5,bottom_s_H/A_5,bottom_s_Op_5,bottom_s_W/L_5,bottom_s_Tm_5,bottom_s_Opp_5,bottom_s_FG_5,bottom_s_FGA_5,bottom_s_FG%_5,bottom_s_3P_5,bottom_s_3PA_5,bottom_s_3P%_5,bottom_s_FT_5,bottom_s_FTA_5,bottom_s_FT%_5,bottom_s_ORB_5,bottom_s_TRB_5,bottom_s_AST_5,bottom_s_STL_5,bottom_s_BLK_5,bottom_s_TOV_5,bottom_s_PF_5,bottom_s_Opp_FG_5,bottom_s_Opp_FGA_5,bottom_s_Opp_FG%_5,bottom_s_Opp_3P_5,bottom_s_Opp_3PA_5,bottom_s_Opp_3P%_5,bottom_s_Opp_FT_5,bottom_s_Opp_FTA_5,bottom_s_Opp_FT%_5,bottom_s_Opp_ORB_5,bottom_s_Opp_TRB_5,bottom_s_Opp_AST_5,bottom_s_Opp_STL_5,bottom_s_Opp_BLK_5,bottom_s_Opp_TOV_5,bottom_s_Opp_PF_5,bottom_s_G_6,bottom_s_Date_6,bottom_s_H/A_6,bottom_s_Op_6,bottom_s_W/L_6,bottom_s_Tm_6,bottom_s_Opp_6,bottom_s_FG_6,bottom_s_FGA_6,bottom_s_FG%_6,bottom_s_3P_6,bottom_s_3PA_6,bottom_s_3P%_6,bottom_s_FT_6,bottom_s_FTA_6,bottom_s_FT%_6,bottom_s_ORB_6,bottom_s_TRB_6,bottom_s_AST_6,bottom_s_STL_6,bottom_s_BLK_6,bottom_s_TOV_6,bottom_s_PF_6,bottom_s_Opp_FG_6,bottom_s_Opp_FGA_6,bottom_s_Opp_FG%_6,bottom_s_Opp_3P_6,bottom_s_Opp_3PA_6,bottom_s_Opp_3P%_6,bottom_s_Opp_FT_6,bottom_s_Opp_FTA_6,bottom_s_Opp_FT%_6,bottom_s_Opp_ORB_6,bottom_s_Opp_TRB_6,bottom_s_Opp_AST_6,bottom_s_Opp_STL_6,bottom_s_Opp_BLK_6,bottom_s_Opp_TOV_6,bottom_s_Opp_PF_6,bottom_s_G_7,bottom_s_Date_7,bottom_s_H/A_7,bottom_s_Op_7,bottom_s_W/L_7,bottom_s_Tm_7,bottom_s_Opp_7,bottom_s_FG_7,bottom_s_FGA_7,bottom_s_FG%_7,bottom_s_3P_7,bottom_s_3PA_7,bottom_s_3P%_7,bottom_s_FT_7,bottom_s_FTA_7,bottom_s_FT%_7,bottom_s_ORB_7,bottom_s_TRB_7,bottom_s_AST_7,bottom_s_STL_7,bottom_s_BLK_7,bottom_s_TOV_7,bottom_s_PF_7,bottom_s_Opp_FG_7,bottom_s_Opp_FGA_7,bottom_s_Opp_FG%_7,bottom_s_Opp_3P_7,bottom_s_Opp_3PA_7,bottom_s_Opp_3P%_7,bottom_s_Opp_FT_7,bottom_s_Opp_FTA_7,bottom_s_Opp_FT%_7,bottom_s_Opp_ORB_7,bottom_s_Opp_TRB_7,bottom_s_Opp_AST_7,bottom_s_Opp_STL_7,bottom_s_Opp_BLK_7,bottom_s_Opp_TOV_7,bottom_s_Opp_PF_7
0,2022-03-18,Cal State Fullerton Titans,Duke Blue Devils,2022-03-18 16:11:38,61,78,+19.0,-115,+1150,145.5,-110,-19.0,-105,-3200,145.5,-110,31,2022-03-12,N,Long Beach State,W,72,71,25,48,.521,11,20,.550,11,16,.688,7,18,15,8,0,13,15,26,50,.520,12,27,.444,7,10,.700,10,23,15,5,0,14,19,30,2022-03-11,N,Hawaii,W,58,46,19,49,.388,4,12,.333,16,23,.696,6,31,11,8,4,8,15,15,54,.278,7,24,.292,9,10,.900,10,34,6,3,3,15,21,29,2022-03-10,N,UC-Davis,W,73,55,25,57,.439,11,19,.579,12,18,.667,10,41,11,4,1,13,16,21,66,.318,6,25,.240,7,10,.700,9,29,13,5,7,6,19,28,2022-03-05,nan,UC-Davis,W,62,59,21,53,.396,4,15,.267,16,21,.762,8,30,7,10,3,14,17,21,56,.375,6,20,.300,11,14,.786,9,34,14,6,1,18,21,27,2022-03-03,nan,UC-Riverside,L,72,75,29,63,.460,4,17,.235,10,13,.769,11,27,14,9,1,7,16,26,47,.553,12,21,.571,11,19,.579,8,28,20,4,2,15,16,26,2022-02-26,@,UC-San Diego,L,76,81,30,56,.536,6,16,.375,10,15,.667,7,24,13,8,4,14,17,29,52,.558,12,22,.545,11,15,.733,6,25,18,5,2,15,17,25,2022-02-24,nan,UC-Irvine,W,66,64,29,56,.518,2,14,.143,6,9,.667,4,19,14,12,2,8,11,28,50,.560,5,13,.385,3,4,.750,4,29,10,4,3,18,15,34,2022-03-12,N,Virginia Tech,L,67,82,24,49,.490,4,20,.200,15,23,.652,3,22,9,5,6,10,15,32,64,.500,10,22,.455,8,12,.667,11,34,18,7,0,8,18,33,2022-03-11,N,Miami (FL),W,80,76,29,58,.500,5,19,.263,17,22,.773,11,38,9,3,8,9,12,31,66,.470,8,21,.381,6,12,.500,9,27,17,6,2,5,21,32,2022-03-10,N,Syracuse,W,88,79,32,67,.478,11,32,.344,13,18,.722,13,40,24,10,5,9,12,27,67,.403,13,31,.419,12,15,.800,13,32,18,7,4,11,16,31,2022-03-05,nan,UNC,L,81,94,34,69,.493,7,19,.368,6,8,.750,6,31,15,3,4,9,14,33,68,.485,9,23,.391,19,22,.864,6,34,15,7,4,5,14,30,2022-03-01,@,Pitt,W,86,56,32,54,.593,11,22,.500,11,13,.846,3,25,14,5,4,6,12,24,57,.421,5,18,.278,3,6,.500,10,25,12,4,5,12,9,29,2022-02-26,@,Syracuse,W,97,72,35,65,.538,15,32,.469,12,17,.706,11,32,26,1,5,6,15,29,59,.492,5,18,.278,9,10,.900,6,18,13,4,1,7,14,28,2022-02-23,@,Virginia,W,65,61,24,50,.480,7,17,.412,10,17,.588,5,31,9,3,7,8,10,24,55,.436,8,20,.400,5,8,.625,6,30,16,5,2,6,13
1,2022-03-18,Chattanooga Mocs,Illinois Fighting Illini,2022-03-18 15:11:33,53,54,+7.5,-105,+280,137.0,-110,-7.5,-115,-360,137.0,-110,34,2022-03-07,N,Furman,W (1 OT),64,63,26,62,.419,6,25,.240,6,8,.750,10,35,12,3,1,11,12,23,52,.442,9,32,.281,8,11,.727,5,27,9,7,6,9,11,33,2022-03-06,N,Wofford,W,79,56,28,48,.583,5,13,.385,18,23,.783,8,30,8,10,3,11,15,22,48,.458,6,17,.353,6,12,.500,3,16,6,8,0,13,15,32,2022-03-05,N,The Citadel,W,71,66,25,55,.455,4,22,.182,17,20,.850,8,37,11,6,1,10,15,25,57,.439,7,23,.304,9,17,.529,4,23,10,4,0,8,17,31,2022-02-26,nan,Samford,W,70,57,26,61,.426,9,28,.321,9,16,.563,12,39,13,9,2,6,19,21,54,.389,6,19,.316,9,16,.563,9,30,10,3,3,13,14,30,2022-02-23,@,ETSU,W,83,77,29,61,.475,13,29,.448,12,17,.706,14,36,18,6,0,15,20,29,61,.475,7,21,.333,12,19,.632,8,28,12,11,7,12,15,29,2022-02-19,nan,VMI,L,75,80,29,67,.433,9,26,.346,8,8,1.000,8,34,11,4,2,9,10,29,60,.483,14,32,.438,8,11,.727,4,26,11,5,1,9,10,28,2022-02-17,nan,UNC Greensboro,L,70,73,25,56,.446,8,22,.364,12,16,.750,4,17,12,9,2,8,13,27,49,.551,6,19,.316,13,15,.867,6,32,12,4,1,15,15,31,2022-03-11,N,Indiana,L,63,65,20,56,.357,8,22,.364,15,23,.652,9,34,15,5,5,7,13,26,56,.464,3,10,.300,10,13,.769,3,33,16,4,2,7,19,30,2022-03-06,nan,Iowa,W,74,72,26,62,.419,8,22,.364,14,18,.778,10,38,16,2,5,11,19,27,62,.435,8,21,.381,10,22,.455,10,34,13,5,4,10,19,29,2022-03-03,nan,Penn State,W,60,55,18,50,.360,9,28,.321,15,17,.882,9,28,11,6,3,8,9,23,55,.418,8,25,.320,1,3,.333,4,27,8,4,0,9,17,28,2022-02-27,@,Michigan,W,93,85,34,60,.567,10,17,.588,15,25,.600,7,26,13,4,0,9,20,29,57,.509,5,15,.333,22,25,.880,6,25,12,6,2,11,19,27,2022-02-24,nan,Ohio State,L,83,86,30,63,.476,12,25,.480,11,17,.647,7,24,15,7,0,9,22,27,52,.519,6,12,.500,26,32,.813,4,27,7,3,5,11,18,26,2022-02-19,@,Michigan State,W,79,74,27,60,.450,8,27,.296,17,23,.739,11,33,17,6,1,8,17,29,62,.468,8,21,.381,8,12,.667,9,32,18,5,4,11,20,25,2022-02-16,@,Rutgers,L,59,70,22,58,.379,6,23,.261,9,16,.563,7,26,15,8,3,9,16,28,59,.475,5,15,.333,9,14,.643,13,42,14,9,2,13,16
2,2022-03-18,Colgate Raiders,Wisconsin Badgers,2022-03-18 19:07:05,60,67,+7.5,-115,+270,139.5,-110,-7.5,-105,-340,139.5,-110,34,2022-03-09,nan,Navy,W,74,58,23,41,.561,8,17,.471,20,28,.714,2,25,15,10,5,14,13,22,62,.355,6,22,.273,8,13,.615,14,35,6,10,0,16,23,33,2022-03-06,nan,Lehigh,W,81,61,29,59,.492,8,18,.444,15,21,.714,9,40,19,7,5,10,8,22,63,.349,7,23,.304,10,11,.909,7,29,12,7,4,9,19,32,2022-03-03,nan,Bucknell,W,96,68,40,60,.667,13,19,.684,3,5,.600,3,31,30,11,6,7,7,27,61,.443,12,26,.462,2,4,.500,6,21,19,6,3,12,8,31,2022-02-26,nan,Navy,W,74,69,20,52,.385,12,29,.414,22,31,.710,7,35,17,6,1,9,20,26,58,.448,8,18,.444,9,20,.450,5,32,19,9,5,12,26,30,2022-02-23,@,Holy Cross,W,78,71,30,54,.556,6,14,.429,12,26,.462,10,38,17,5,1,12,14,29,64,.453,7,20,.350,6,8,.750,6,28,18,5,3,6,20,29,2022-02-21,nan,American,W,63,49,24,57,.421,10,30,.333,5,8,.625,9,33,19,9,5,14,11,20,50,.400,4,13,.308,5,11,.455,5,26,9,10,4,14,7,28,2022-02-19,nan,Boston University,W,72,53,25,58,.431,10,26,.385,12,16,.750,4,32,15,7,3,4,19,20,50,.400,3,17,.176,10,19,.526,5,32,7,3,2,13,17,31,2022-03-11,N,Michigan State,L,63,69,22,60,.367,7,24,.292,12,21,.571,6,28,13,4,2,7,22,25,52,.481,1,11,.091,18,24,.750,5,37,11,4,7,7,19,30,2022-03-06,nan,Nebraska,L,73,74,24,60,.400,5,23,.217,20,25,.800,11,31,9,7,4,9,16,29,54,.537,5,18,.278,11,14,.786,5,24,8,6,2,10,19,29,2022-03-01,nan,Purdue,W,70,67,26,61,.426,7,22,.318,11,12,.917,7,30,9,6,4,6,17,24,56,.429,8,21,.381,11,20,.550,8,34,10,4,1,10,16,28,2022-02-26,@,Rutgers,W,66,61,23,54,.426,9,20,.450,11,17,.647,6,30,9,8,1,9,17,24,53,.453,4,17,.235,9,15,.600,4,31,6,6,5,12,17,27,2022-02-23,@,Minnesota,W,68,67,24,47,.511,5,14,.357,15,22,.682,10,38,15,2,2,12,18,23,50,.460,8,19,.421,13,19,.684,3,18,18,4,3,5,20,26,2022-02-20,nan,Michigan,W,77,63,29,58,.500,4,13,.308,15,16,.938,4,27,7,7,5,8,16,25,64,.391,4,25,.160,9,13,.692,12,36,11,5,2,11,19,25,2022-02-15,@,Indiana,W,74,69,24,52,.462,4,16,.250,22,29,.759,6,34,8,4,2,13,16,25,61,.410,5,18,.278,14,18,.778,7,29,14,3,4,12,25
3,2022-03-18,Davidson Wildcats,Michigan State Spartans,2022-03-18 17:42:55,73,74,-1.5,-105,-125,140.0,-110,+1.5,-115,+105,140.0,-110,33,2022-03-13,N,Richmond,L,62,64,19,51,.373,9,27,.333,15,17,.882,4,29,12,4,2,7,16,22,51,.431,5,16,.313,15,18,.833,3,30,8,5,0,10,17,32,2022-03-12,N,Saint Louis,W,84,69,29,57,.509,10,23,.435,16,18,.889,4,36,16,3,2,8,12,25,59,.424,9,23,.391,10,14,.714,3,25,15,5,5,9,21,31,2022-03-11,N,Fordham,W,74,56,26,54,.481,6,16,.375,16,21,.762,5,35,16,1,3,8,19,19,57,.333,4,28,.143,14,20,.700,10,36,7,3,3,11,21,30,2022-03-05,@,Dayton,L,76,82,26,53,.491,11,23,.478,13,18,.722,3,25,14,1,3,5,20,28,51,.549,10,19,.526,16,21,.762,4,30,16,2,2,4,19,29,2022-03-02,nan,George Mason,W,73,62,28,55,.509,6,18,.333,11,20,.550,9,36,12,2,3,9,10,21,55,.382,11,27,.407,9,12,.750,5,26,11,5,0,8,17,28,2022-02-26,nan,Fordham,W,66,45,22,58,.379,5,27,.185,17,27,.630,12,42,9,7,1,13,18,12,49,.245,4,30,.133,17,22,.773,7,35,4,5,0,20,26,27,2022-02-23,@,Duquesne,W,74,50,29,55,.527,11,23,.478,5,9,.556,5,30,20,8,4,9,8,20,50,.400,6,19,.316,4,7,.571,5,26,14,5,4,12,11,34,2022-03-12,N,Purdue,L,70,75,30,69,.435,7,25,.280,3,6,.500,11,32,16,6,3,4,21,25,57,.439,8,24,.333,17,25,.680,14,42,10,3,3,9,9,33,2022-03-11,N,Wisconsin,W,69,63,25,52,.481,1,11,.091,18,24,.750,5,37,11,4,7,7,19,22,60,.367,7,24,.292,12,21,.571,6,28,13,4,2,7,22,32,2022-03-10,N,Maryland,W,76,72,27,54,.500,9,19,.474,13,16,.813,5,35,15,4,3,16,17,25,64,.391,9,29,.310,13,18,.722,8,29,17,9,4,6,15,31,2022-03-06,nan,Maryland,W,77,67,27,57,.474,7,18,.389,16,21,.762,10,36,21,8,2,12,15,24,61,.393,8,29,.276,11,12,.917,9,29,13,8,2,10,16,30,2022-03-03,@,Ohio State,L,69,80,24,53,.453,9,18,.500,12,18,.667,8,26,11,3,3,13,15,29,53,.547,9,20,.450,13,16,.813,3,23,9,7,2,10,17,29,2022-03-01,@,Michigan,L,70,87,27,59,.458,5,16,.313,11,19,.579,7,25,11,7,4,10,21,32,55,.582,7,12,.583,16,22,.727,6,30,14,5,4,11,18,28,2022-02-26,nan,Purdue,W,68,65,27,57,.474,9,20,.450,5,10,.500,5,22,20,7,3,9,17,25,48,.521,1,9,.111,14,19,.737,4,26,12,3,4,16,15
4,2022-03-18,Iowa State Cyclones,Louisiana State Fighting Tigers,2022-03-18 16:11:38,59,54,+4.0,-105,+160,129.0,-110,-4.0,-115,-185,129.0,-110,32,2022-03-10,N,Texas Tech,L,41,72,15,48,.313,5,25,.200,6,10,.600,4,23,11,6,0,20,16,28,56,.500,6,17,.353,10,16,.625,10,39,14,12,4,13,12,31,2022-03-05,@,Baylor,L,68,75,28,59,.475,7,25,.280,5,7,.714,7,27,22,5,0,9,22,26,55,.473,8,25,.320,15,26,.577,13,35,14,4,4,11,11,30,2022-03-02,nan,Oklahoma State,L,36,53,15,53,.283,2,17,.118,4,10,.400,8,24,10,12,6,16,15,23,52,.442,3,15,.200,4,7,.571,11,37,11,10,7,20,14,29,2022-02-26,@,Kansas State,W,74,73,23,52,.442,10,25,.400,18,24,.750,8,35,19,9,3,16,23,20,47,.426,8,25,.320,25,33,.758,2,25,9,10,2,14,22,28,2022-02-23,nan,West Virginia,W,84,81,27,49,.551,10,19,.526,20,30,.667,4,20,19,8,3,7,21,25,54,.463,7,18,.389,24,27,.889,12,34,15,3,5,14,26,27,2022-02-19,nan,Oklahoma,W,75,54,33,49,.673,8,15,.533,1,3,.333,4,20,19,6,5,11,11,21,43,.488,5,17,.294,7,9,.778,3,16,12,6,2,15,14,26,2022-02-15,@,TCU,W,54,51,21,54,.389,5,14,.357,7,11,.636,6,26,13,8,2,7,13,20,55,.364,3,17,.176,8,11,.727,12,36,14,3,6,10,15,33,2022-03-11,N,Arkansas,L,67,79,18,51,.353,4,19,.211,27,31,.871,4,25,12,11,5,11,20,24,57,.421,6,21,.286,25,31,.806,14,42,12,9,5,13,21,32,2022-03-10,N,Missouri,W,76,68,28,50,.560,5,19,.263,15,18,.833,5,23,18,9,7,19,15,23,55,.418,7,19,.368,15,17,.882,12,30,16,11,3,20,17,31,2022-03-05,nan,Alabama,W (1 OT),80,77,28,61,.459,7,20,.350,17,23,.739,10,31,13,16,4,13,16,23,61,.377,11,40,.275,20,22,.909,14,38,12,9,0,19,17,30,2022-03-02,@,Arkansas,L,76,77,26,72,.361,6,28,.214,18,19,.947,16,36,13,9,3,9,25,24,54,.444,5,21,.238,24,28,.857,6,29,12,3,4,12,15,29,2022-02-26,nan,Missouri,W,75,55,25,49,.510,6,17,.353,19,23,.826,5,28,11,10,7,13,16,20,56,.357,3,15,.200,12,15,.800,12,31,12,4,3,16,20,28,2022-02-23,@,Kentucky,L,66,71,21,57,.368,9,26,.346,15,18,.833,7,18,12,6,0,8,25,23,49,.469,2,12,.167,23,32,.719,11,32,3,4,5,11,14,27,2022-02-19,@,South Carolina,L,75,77,28,63,.444,6,20,.300,13,22,.591,16,32,16,12,1,14,20,26,51,.510,8,27,.296,17,22,.773,7,27,16,7,4,19,17
