game_date,top_team,top_final,bottom_final,bottom_team,top_spread,top_spread_odds,top_ml_odds,top_total,top_total_odds,bottom_spread,bottom_spread_odds,bottom_ml_odds,bottom_total,bottom_total_odds
2022-03-09,SetonHall,57,53,Georgetown,-9.5,-110,-700,142.0,-110,9.5,-110,500,142.0,-110
2022-03-09,Nevada,79,72,NewMexico,-6.0,-110,-195,151.5,-110,6.0,-110,165,151.5,-110
2022-03-09,St.Johns,92,73,Depaul,-4.5,-110,-210,156.0,-110,4.5,-110,175,156.0,-110
2022-03-09,Xavier,82,89,Butler,-6.5,-110,-225,131.5,-110,6.5,-110,185,131.5,-110
2022-03-09,WashingtonU,82,70,UtahU,-2.5,-110,-120,140.5,-110,2.5,-110,100,140.5,-110
2022-03-09,WashingtonState,66,59,California,-8.0,-110,-345,125.0,-110,8.0,-110,275,125.0,-110
2022-03-09,Oregon,86,72,OregonState,-8.5,-110,-650,142.0,-110,8.5,-110,475,142.0,-110
2022-03-09,ArizonaState,70,71,Stanford,-4.0,-110,-170,128.0,-110,4.0,-110,145,128.0,-110
2022-03-09,FresnoState,69,67,SanJoseState,-13.5,-110,-910,121.5,-110,13.5,-110,655,121.5,-110
2022-03-09,UtahState,83,56,AirForce,-14.5,-110,-1010,125.5,-110,14.5,-110,705,125.5,-110
2022-03-09,RhodeIsland,79,77,Duquesne,-9.5,-110,-425,132.0,-110,9.5,-110,325,132.0,-110
2022-03-09,PennState,60,51,Minnesota,-3.5,-110,-170,125.0,-110,3.5,-110,145,125.0,-110
2022-03-09,St.Josephs,56,63,LaSalle,-1.0,-110,-145,133.5,-110,1.0,-110,125,133.5,-110
2022-03-09,Virginia,51,50,Louisville,-6.0,-110,-220,122.5,-110,6.0,-110,180,122.5,-110
2022-03-09,VirginiaTech,76,75,Clemson,-5.0,-110,-190,129.5,-110,5.0,-110,160,129.5,-110
2022-03-09,WakeForest,77,82,BostonCollege,-10.0,-110,-460,141.0,-110,10.0,-110,355,141.0,-110
2022-03-09,FloridaState,57,96,Syracuse,-2.0,-110,-125,144.5,-110,2.0,-110,105,144.5,-110
2022-03-09,E.Washington,78,75,NorthernArizona,-7.5,-110,-340,140.0,-110,7.5,-110,270,140.0,-110
2022-03-09,PortlandState,66,52,IdahoState,-5.0,-110,-195,135.5,-110,5.0,-110,165,135.5,-110
2022-03-09,SacramentoState,57,54,IdahoU,-3.0,-110,-125,138.0,-110,3.0,-110,105,138.0,-110
2022-03-09,Northwestern,71,69,Nebraska,-4.0,-110,-210,144.5,-110,4.0,-110,175,144.5,-110
2022-03-09,Mississippi,60,72,Missouri,-4.0,-110,-170,130.0,-110,4.0,-110,145,130.0,-110
2022-03-09,AbileneChristian,82,74,UtahValley,-3.0,-110,-115,132.5,-110,3.0,-110,-105,132.5,-110
2022-03-09,MDBaltimoreCo,80,60,Hartford,-3.5,-110,-190,147.0,-110,3.5,-110,160,147.0,-110
2022-03-09,Colgate,74,58,Navy,-7.0,-110,-275,129.5,-110,7.0,-110,225,129.5,-110
2022-03-09,Howard,57,59,CoppinState,-6.0,-110,-245,150.0,-110,6.0,-110,195,150.0,-110
2022-03-09,NorfolkSt,74,66,DelawareState,-16.0,-110,-1700,135.0,-110,16.0,-110,950,135.0,-110
2022-03-09,McNeeseState,80,67,NorthwesternSt,-1.5,-110,-125,155.0,-110,1.5,-110,105,155.0,-110
2022-03-09,HoustonBaptist,74,64,IncarnateWord,-5.0,-110,-190,141.0,-110,5.0,-110,160,141.0,-110
2022-03-09,AlcornState,64,63,PrairieViewA&M,-1.0,-110,-115,139.5,-110,1.0,-110,-105,139.5,-110
2022-03-09,TexasSouthern,54,50,JacksonState,-4.0,-110,-190,126.5,-110,4.0,-110,160,126.5,-110
2022-03-09,Vanderbilt,86,51,Georgia,-9.0,-110,-425,144.0,-110,9.0,-110,325,144.0,-110
2022-03-09,SamHoustonSt,65,35,CaliforniaBaptist,-3.5,-110,-125,131.5,-110,3.5,-110,105,131.5,-110
2022-03-09,St.Peter's,77,63,Fairfield,-5.5,-110,-190,122.5,-110,5.5,-110,160,122.5,-110
2022-03-09,Iona,70,71,Rider,-11.5,-110,-570,136.0,-110,11.5,-110,420,136.0,-110
2022-03-09,KansasState,67,73,WestVirginia,-1.5,-110,-120,137.0,-110,1.5,-110,100,137.0,-110
2022-03-09,FlaAtlantic,86,59,SouthernMiss,-13.5,-110,-1200,135.5,-110,13.5,-110,800,135.5,-110
2022-03-09,UTEP,74,64,OldDominion,-2.5,-110,-125,126.5,-110,2.5,-110,105,126.5,-110
2022-03-09,LouisianaTech,77,67,Marshall,-8.0,-110,-460,149.5,-110,8.0,-110,355,149.5,-110
2022-03-09,CharlotteU,61,73,Rice,-2.5,-110,-145,141.0,-110,2.5,-110,125,141.0,-110
2022-03-09,Vermont,74,42,Binghamton,-21.5,-110,-3900,135.5,-110,21.5,-110,1440,135.5,-110
2022-03-08,Delaware,59,55,NCWilmington,-2.5,-110,-130,133.0,-110,2.5,-110,110,133.0,-110
2022-03-08,Fairfield,72,50,Canisius,-2.5,-110,-145,133.0,-110,2.5,-110,125,133.0,-110
2022-03-08,NorthernKentucky,71,72,WrightState,-1.0,-110,-120,134.5,-110,1.0,-110,100,134.5,-110
2022-03-08,Marist,52,77,Quinnipiac,-2.5,-110,-145,140.5,-110,2.5,-110,125,140.5,-110
2022-03-08,BostonCollege,66,46,Pittsburgh,-2.0,-110,-125,127.5,-110,2.0,-110,105,127.5,-110
2022-03-08,Rider,79,67,Manhattan,-1.5,-110,-125,137.0,-110,1.5,-110,105,137.0,-110
2022-03-08,Louisville,84,74,GeorgiaTech,-1.0,-110,-120,135.0,-110,1.0,-110,100,135.0,-110
2022-03-08,TexSanAntonio,64,67,SouthernMiss,-3.5,-110,-160,138.5,-110,3.5,-110,135,138.5,-110
2022-03-08,Clemson,70,64,NCState,-5.0,-110,-235,142.5,-110,5.0,-110,190,142.5,-110
2022-03-08,Marshall,74,62,FloridaIntl,-3.5,-110,-160,147.5,-110,3.5,-110,135,147.5,-110
2022-03-08,CSBakersfield,58,45,CSNorthridge,-6.0,-110,-200,127.0,-110,6.0,-110,170,127.0,-110
2022-03-08,SouthDakotaState,75,69,NorthDakotaState,-6.0,-110,-200,148.0,-110,6.0,-110,170,148.0,-110
2022-03-08,CaliforniaBaptist,81,80,UTRioGrandeValley,-7.5,-110,-280,147.0,-110,7.5,-110,230,147.0,-110
2022-03-08,UtahValley,69,47,ChicagoSt,-12.5,-110,-910,132.5,-110,12.5,-110,655,132.5,-110
2022-03-08,Gonzaga,82,69,SaintMarysCA,-12.5,-110,-910,140.0,-110,12.5,-110,655,140.0,-110
2022-03-08,UCDavis,63,53,CalPolySLO,-6.0,-110,-245,125.0,-110,6.0,-110,195,125.0,-110
2022-03-08,Bryant,70,43,Wagner,-3.0,-110,-160,149.0,-110,3.0,-110,135,149.0,-110
2022-03-08,Bellarmine,77,72,Jacksonville,-2.5,-110,-150,121.0,-110,2.5,-110,130,121.0,-110
2022-03-07,Chattanooga,64,63,Furman,-2.0,-110,-120,137.0,-110,2.0,-110,100,137.0,-110
2022-03-07,Towson,56,69,Delaware,-5.0,-110,-280,137.0,-110,5.0,-110,230,137.0,-110
2022-03-07,CollCharleston,57,60,NCWilmington,-2.0,-110,-130,148.0,-110,2.0,-110,110,148.0,-110
2022-03-07,SouthDakotaState,83,60,SouthDakota,-9.0,-110,-315,151.5,-110,9.0,-110,255,151.5,-110
2022-03-07,NorthDakotaState,92,72,OralRoberts,-1.5,-110,-160,150.5,-110,1.5,-110,135,150.5,-110
2022-03-07,ClevelandState,67,82,WrightState,-145.0,-110,-120,145.0,-110,145.0,-110,100,145.0,-110
2022-03-07,NorthernKentucky,57,43,IPFW,-2.0,-110,-130,134.0,-110,2.0,-110,110,134.0,-110
2022-03-07,GeorgiaState,80,71,ULLafayette,-3.5,-110,-130,132.5,-110,3.5,-110,110,132.5,-110
2022-03-07,Gonzaga,81,71,SanFrancisco,-14.5,-110,-855,154.0,-110,14.5,-110,605,154.0,-110
2022-03-07,SaintMarysCA,75,72,SantaClara,-4.5,-110,-210,137.5,-110,4.5,-110,175,137.5,-110
2022-03-05,Cornell,78,64,Columbia,-10.5,-110,-600,157.0,-110,10.5,-110,450,157.0,-110
2022-03-05,Rice,71,82,TexSanAntonio,-2.5,-110,-160,149.5,-110,2.5,-110,135,149.5,-110
2022-03-05,TexasTech,51,52,OklahomaState,-3.0,-110,-140,130.0,-110,3.0,-110,120,130.0,-110
2022-03-05,ArizonaState,65,56,Stanford,-6.0,-110,-530,129.5,-110,6.0,-110,390,129.5,-110
2022-03-05,CharlotteU,70,67,SouthernMiss,-8.0,-110,-495,135.0,-110,8.0,-110,370,135.0,-110
2022-03-05,WichitaState,70,62,EastCarolina,-10.0,-110,-570,136.0,-110,10.0,-110,420,136.0,-110
2022-03-05,NorthTexas,68,70,UTEP,-5.0,-110,-210,118.0,-110,5.0,-110,175,118.0,-110
2022-03-05,UAB,87,74,LouisianaTech,-7.0,-110,-340,146.5,-110,7.0,-110,270,146.5,-110
2022-03-05,CaliforniaBaptist,78,66,Lamar,-8.5,-110,-450,136.5,-110,8.5,-110,350,136.5,-110
2022-03-05,Missouri,79,69,Georgia,-7.0,-110,-310,143.5,-110,7.0,-110,250,143.5,-110
2022-03-05,Monmouth,65,74,Rider,-2.0,-110,-130,137.0,-110,2.0,-110,110,137.0,-110
2022-03-05,Wyoming,68,64,FresnoState,-5.0,-110,-150,126.0,-110,5.0,-110,130,126.0,-110
2022-03-05,Arizona,89,61,California,-21.0,-110,-4500,143.5,-110,21.0,-110,2250,143.5,-110
2022-03-05,SaintLouis,69,65,VaCommonwealth,-2.5,-110,-130,135.5,-110,2.5,-110,110,135.5,-110
2022-03-05,Kansas,70,63,Texas,-6.5,-110,-280,137.0,-110,6.5,-110,230,137.0,-110
2022-03-05,KansasState,71,78,Oklahoma,-2.5,-110,-140,130.5,-110,2.5,-110,120,130.5,-110
2022-03-05,GeorgeMason,80,83,Massachusetts,-7.5,-110,-350,146.5,-110,7.5,-110,280,146.5,-110
2022-03-05,Canisius,67,64,Siena,-2.0,-110,-140,136.5,-110,2.0,-110,120,136.5,-110
2022-03-05,WashingtonState,94,74,Oregon,-3.0,-110,-130,133.5,-110,3.0,-110,110,133.5,-110
2022-03-05,SeattleU,74,66,ChicagoSt,-16.0,-110,-1880,139.5,-110,16.0,-110,1040,139.5,-110
2022-03-05,CalIrvine,66,61,CSBakersfield,-5.0,-110,-235,126.5,-110,5.0,-110,190,126.5,-110
2022-03-05,IdahoU,78,69,NorthernArizona,-2.0,-110,-130,146.0,-110,2.0,-110,110,146.0,-110
2022-03-05,E.Washington,83,75,PortlandState,-5.0,-110,-210,153.0,-110,5.0,-110,175,153.0,-110
2022-03-05,Connecticut,75,68,Depaul,-10.0,-110,-570,144.0,-110,10.0,-110,420,144.0,-110
2022-03-05,St.Josephs,70,60,RhodeIsland,-135.0,-110,-110,135.0,-110,135.0,-110,-110,135.0,-110
2022-03-05,WesternKentucky,78,69,Marshall,-9.5,-110,-570,153.5,-110,9.5,-110,420,153.5,-110
2022-03-05,LongBeachState,73,72,CalRiverside,-2.5,-110,-145,142.5,-110,2.5,-110,125,142.5,-110
2022-03-05,NotreDame,78,54,Pittsburgh,-12.0,-110,-910,131.5,-110,12.0,-110,655,131.5,-110
2022-03-05,St.Peter's,57,41,Fairfield,-7.0,-110,-310,125.5,-110,7.0,-110,250,125.5,-110
2022-03-05,AbileneChristian,61,56,TarletonSt,-9.5,-110,-540,130.5,-110,9.5,-110,395,130.5,-110
2022-03-05,Baylor,75,68,IowaState,-12.5,-110,-800,133.0,-110,12.5,-110,550,133.0,-110
2022-03-05,Xavier,97,75,Georgetown,-12.5,-110,-855,146.0,-110,12.5,-110,605,146.0,-110
2022-03-05,Virginia,71,61,Louisville,-4.0,-110,-150,123.5,-110,4.0,-110,130,123.5,-110
2022-03-05,Tennessee,78,74,Arkansas,-5.5,-110,-280,140.0,-110,5.5,-110,230,140.0,-110
2022-03-05,Villanova,78,59,Butler,-8.5,-110,-420,128.5,-110,8.5,-110,320,128.5,-110
2022-03-05,GeorgiaTech,82,78,BostonCollege,-3.0,-110,-150,134.0,-110,3.0,-110,130,134.0,-110
2022-03-05,LSU,80,77,Alabama,-3.5,-110,-180,154.0,-110,3.5,-110,150,154.0,-110
2022-03-05,Dayton,82,76,Davidson,-4.0,-110,-170,130.0,-110,4.0,-110,145,130.0,-110
2022-03-05,Niagara,83,52,Marist,-2.5,-110,-160,130.5,-110,2.5,-110,135,130.5,-110
2022-03-05,MiamiFlorida,75,72,Syracuse,-150.0,-110,-120,150.0,-110,150.0,-110,100,150.0,-110
2022-03-05,Auburn,82,71,SouthCarolina,-15.0,-110,-1460,145.0,-110,15.0,-110,880,145.0,-110
2022-03-05,Creighton,60,65,SetonHall,-1.5,-110,-110,134.5,-110,1.5,-110,-110,134.5,-110
2022-03-05,Iona,79,61,Quinnipiac,-13.5,-110,-910,147.5,-110,13.5,-110,655,147.5,-110
2022-03-05,FloridaState,89,76,NCState,-6.5,-110,-340,143.5,-110,6.5,-110,270,143.5,-110
2022-03-05,Harvard,54,76,Dartmouth,-5.0,-110,-210,129.0,-110,5.0,-110,175,129.0,-110
2022-03-05,Purdue,69,67,IndianaU,-10.0,-110,-570,141.5,-110,10.0,-110,420,141.5,-110
2022-03-05,Kentucky,71,63,Florida,-4.5,-110,-210,139.5,-110,4.5,-110,175,139.5,-110
2022-03-05,OldDominion,68,64,MiddleTennSt,-2.0,-110,-130,132.5,-110,2.0,-110,110,132.5,-110
2022-03-05,WestVirginia,70,64,TCU,-2.5,-110,-140,137.5,-110,2.5,-110,120,137.5,-110
2022-03-05,Fordham,70,66,GeoWashington,-4.5,-110,-210,135.0,-110,4.5,-110,175,135.0,-110
2022-03-05,FlaAtlantic,84,76,FloridaIntl,-12.0,-110,-700,139.0,-110,12.0,-110,500,139.0,-110
2022-03-05,VirginiaTech,59,63,Clemson,-2.0,-110,-150,132.0,-110,2.0,-110,130,132.0,-110
2022-03-05,LaSalle,85,76,Duquesne,-1.5,-110,-125,133.5,-110,1.5,-110,105,133.5,-110
2022-03-05,MontanaState,87,85,No.Colorado,-4.5,-110,-255,149.5,-110,4.5,-110,205,149.5,-110
2022-03-05,ColoradoState,71,68,BoiseState,-4.0,-110,-150,133.5,-110,4.0,-110,130,133.5,-110
2022-03-05,Princeton,93,70,Pennsylvania,-3.5,-110,-160,153.5,-110,3.5,-110,135,153.5,-110
2022-03-05,AppalachianSt,73,60,GeorgiaSouthern,-5.5,-110,-235,127.0,-110,5.5,-110,190,127.0,-110
2022-03-05,MissouriSt,78,79,Drake,-0.0,-110,-125,134.5,-110,0.0,-110,105,134.5,-110
2022-03-05,Northeastern,68,63,William&Mary,-7.5,-110,-245,131.0,-110,7.5,-110,195,131.0,-110
2022-03-05,NorthDakotaState,82,62,DenverU,-9.0,-110,-445,138.5,-110,9.0,-110,345,138.5,-110
2022-03-05,MurrayState,71,67,MoreheadState,-8.0,-110,-305,128.5,-110,8.0,-110,245,128.5,-110
2022-03-05,SanFrancisco,75,63,BYU,-3.0,-110,-140,143.0,-110,3.0,-110,120,143.0,-110
2022-03-05,SantaClara,91,67,PortlandU,-9.0,-110,-360,151.5,-110,9.0,-110,290,151.5,-110
2022-03-05,FloridaA&M,84,73,BethuneCookman,-5.0,-110,-220,128.5,-110,5.0,-110,180,128.5,-110
2022-03-05,AlcornState,100,77,ArkPineBluff,-10.5,-110,-600,141.0,-110,10.5,-110,450,141.0,-110
2022-03-05,SELouisiana,85,80,NorthwesternSt,-1.5,-110,-125,162.0,-110,1.5,-110,105,162.0,-110
2022-03-05,NichollsState,92,85,NewOrleansU,-8.0,-110,-370,153.5,-110,8.0,-110,295,153.5,-110
2022-03-05,Southern,50,49,AlabamaA&M,-4.0,-110,-185,133.0,-110,4.0,-110,155,133.0,-110
2022-03-05,TexasA&MCorpus,77,68,IncarnateWord,-6.5,-110,-270,140.5,-110,6.5,-110,220,140.5,-110
2022-03-05,AlabamaState,78,75,Grambling,-1.5,-110,-135,143.0,-110,1.5,-110,115,143.0,-110
2022-03-05,JacksonState,76,69,MissValleySt,-13.5,-110,-855,135.5,-110,13.5,-110,605,135.5,-110
2022-03-05,HoustonBaptist,149,144,McNeeseState,-2.0,-110,-135,147.5,-110,2.0,-110,115,147.5,-110
2022-03-05,TexasSouthern,78,77,PrairieViewA&M,-7.0,-110,-265,140.0,-110,7.0,-110,215,140.0,-110
2022-03-05,JacksonvilleSt,51,54,Jacksonville,-6.0,-110,-280,126.0,-110,6.0,-110,230,126.0,-110
2022-03-05,Liberty,50,53,Bellarmine,-7.5,-110,-370,135.5,-110,7.5,-110,295,135.5,-110
2022-03-05,Longwood,79,70,USCUpstate,-7.0,-110,-315,140.5,-110,7.0,-110,255,140.5,-110
2022-03-05,Winthrop,76,67,GardnerWebb,-4.5,-110,-140,137.5,-110,4.5,-110,120,137.5,-110
2022-03-05,Bryant,70,69,MountStMarys,-7.0,-110,-280,140.0,-110,7.0,-110,230,140.0,-110
2022-03-05,Wagner,82,62,LongIsland,-6.0,-110,-330,147.0,-110,6.0,-110,265,147.0,-110
2022-03-05,Mississippi,61,63,Vanderbilt,-1.0,-110,-115,135.5,-110,1.0,-110,-105,135.5,-110
2022-03-05,LoyolaChicago,66,43,NorthernIowa,-4.0,-110,-180,136.5,-110,4.0,-110,150,136.5,-110
2022-03-05,SouthDakotaState,87,79,NebraskaOmaha,-23.5,-110,-4750,160.0,-110,23.5,-110,2375,160.0,-110
2022-03-05,GeorgiaState,65,62,ArkansasState,-4.0,-110,-180,137.0,-110,4.0,-110,150,137.0,-110
2022-03-05,UtahU,71,84,Colorado,-2.0,-110,-125,137.5,-110,2.0,-110,105,137.5,-110
2022-03-05,Duke,81,94,NorthCarolina,-11.0,-110,-700,153.0,-110,11.0,-110,500,153.0,-110
2022-03-05,WashingtonU,78,67,OregonState,-10.0,-110,-540,146.5,-110,10.0,-110,395,146.5,-110
2022-03-05,WeberState,70,80,SouthernUtah,-5.5,-110,-195,152.5,-110,5.5,-110,165,152.5,-110
2022-03-05,GrandCanyon,70,53,DixieState,-13.0,-110,-1010,140.0,-110,13.0,-110,705,140.0,-110
2022-03-05,StephenF.Austin,93,63,UTRioGrandeValley,-10.0,-110,-450,151.0,-110,10.0,-110,350,151.0,-110
2022-03-05,TexasA&M,67,64,MississippiSt,-2.0,-110,-130,134.5,-110,2.0,-110,110,134.5,-110
2022-03-05,Yale,74,65,Brown,-6.0,-110,-255,141.0,-110,6.0,-110,205,141.0,-110
2022-03-05,Troy,69,62,ArkansasLR,-9.5,-110,-370,136.5,-110,9.5,-110,295,136.5,-110
2022-03-05,Montana,71,72,SacramentoState,-9.0,-110,-495,133.5,-110,9.0,-110,370,133.5,-110
2022-03-05,NewMexicoState,62,46,UtahValley,-9.0,-110,-370,134.5,-110,9.0,-110,295,134.5,-110
2022-03-05,CSFullerton,62,59,UCDavis,-4.5,-110,-195,137.5,-110,4.5,-110,165,137.5,-110
2022-03-05,Marquette,85,77,St.Johns,-4.0,-110,-180,162.5,-110,4.0,-110,150,162.5,-110
2022-03-05,UCLA,75,68,USC,-7.5,-110,-340,135.5,-110,7.5,-110,270,135.5,-110
2022-03-05,UCSanDiego,76,80,CalPolySLO,-1.0,-110,-120,133.5,-110,1.0,-110,100,133.5,-110
2022-03-05,SanDiegoState,79,78,Nevada,-4.0,-110,-150,133.0,-110,4.0,-110,130,133.0,-110
2022-03-05,UNLV,67,76,NewMexico,-4.0,-110,-170,147.0,-110,4.0,-110,145,147.0,-110
2022-03-05,Chattanooga,71,66,TheCitadel,-12.5,-110,-600,146.5,-110,12.5,-110,450,146.5,-110
2022-03-05,Wofford,68,66,VMI,-5.0,-110,-235,146.5,-110,5.0,-110,190,146.5,-110
2022-03-05,Furman,80,66,Mercer,-7.5,-110,-280,139.0,-110,7.5,-110,230,139.0,-110
2022-03-05,NCGreensboro,64,66,Samford,-1.5,-110,-130,134.0,-110,1.5,-110,110,134.0,-110
2022-03-05,Hawaii,84,62,CSNorthridge,-6.0,-110,-280,130.0,-110,6.0,-110,230,130.0,-110
2022-03-05,TexasState,72,79,ULLafayette,-4.0,-110,-210,135.0,-110,4.0,-110,175,135.0,-110
2022-03-04,MiamiOhio,76,63,EasternMichigan,-10.0,-110,-420,145.5,-110,10.0,-110,320,145.5,-110
2022-03-04,UtahState,75,52,SanJoseState,-11.5,-110,-800,137.5,-110,11.5,-110,550,137.5,-110
2022-03-04,Ohio,57,58,NoIllinois,-10.0,-110,-500,137.5,-110,10.0,-110,375,137.5,-110
2022-03-04,St.Bonaventure,72,65,Richmond,-4.5,-110,-170,138.5,-110,4.5,-110,145,138.5,-110
2022-03-04,BallState,64,63,WesternMichigan,-3.5,-110,-160,144.5,-110,3.5,-110,135,144.5,-110
2022-03-04,Akron,57,56,CentralMichigan,-13.5,-110,-1010,134.5,-110,13.5,-110,705,134.5,-110
2022-03-04,Toledo,96,56,BowlingGreen,-15.0,-110,-1780,165.5,-110,15.0,-110,990,165.5,-110
2022-03-04,KentState,70,65,Buffalo,-2.5,-110,-135,146.5,-110,2.5,-110,115,146.5,-110
2022-03-04,Mercer,81,53,WesternCarolina,-7.0,-110,-245,142.0,-110,7.0,-110,195,142.0,-110
2022-03-04,ETennesseeSt,76,84,TheCitadel,-5.0,-110,-245,153.0,-110,5.0,-110,195,153.0,-110
2022-03-04,USCUpstate,72,62,CharlestonSou,-5.5,-110,-280,143.0,-110,5.5,-110,230,143.0,-110
2022-03-04,NorthernIowa,78,65,IllinoisState,-8.5,-110,-340,144.5,-110,8.5,-110,270,144.5,-110
2022-03-04,BYU,85,60,LoyolaMarymount,-12.0,-110,-650,142.5,-110,12.0,-110,475,142.5,-110
2022-03-04,LoyolaChicago,66,50,Bradley,-5.5,-110,-270,131.0,-110,5.5,-110,220,131.0,-110
2022-03-04,GardnerWebb,54,53,Campbell,-3.5,-110,-135,126.0,-110,3.5,-110,115,126.0,-110
2022-03-04,Winthrop,68,51,HighPoint,-7.0,-110,-270,142.0,-110,7.0,-110,220,142.0,-110
2022-03-04,PortlandU,73,55,SanDiego,-2.0,-110,-140,139.0,-110,2.0,-110,120,139.0,-110
2022-03-04,Longwood,79,65,N.CarolinaA&T,-6.5,-110,-305,136.5,-110,6.5,-110,245,136.5,-110
2022-03-04,Belmont,51,53,MoreheadState,-5.0,-110,-185,140.0,-110,5.0,-110,155,140.0,-110
2022-03-04,MurrayState,88,74,SEMissouriSt,-14.5,-110,-1810,149.0,-110,14.5,-110,1005,149.0,-110
2022-03-04,Drake,65,52,SoIllinois,-3.5,-110,-170,126.5,-110,3.5,-110,145,126.5,-110
2022-03-04,MissouriSt,67,58,Valparaiso,-10.5,-110,-560,140.0,-110,10.5,-110,410,140.0,-110
2022-03-03,MontanaState,75,69,SacramentoState,-12.5,-110,-855,133.5,-110,12.5,-110,605,133.5,-110
2022-03-03,Michigan,71,82,Iowa,-2.0,-110,-120,155.0,-110,2.0,-110,100,155.0,-110
2022-03-03,Montana,66,75,No.Colorado,-3.5,-110,-145,147.5,-110,3.5,-110,125,147.5,-110
2022-03-03,PortlandState,79,68,IdahoU,-3.0,-110,-140,156.5,-110,3.0,-110,120,156.5,-110
2022-03-03,E.Washington,69,62,NorthernArizona,-10.0,-110,-650,145.0,-110,10.0,-110,475,145.0,-110
2022-03-03,SouthernUtah,79,71,IdahoState,-6.0,-110,-315,140.0,-110,6.0,-110,255,140.0,-110
2022-03-03,LongBeachState,68,65,UCDavis,-5.5,-110,-245,148.5,-110,5.5,-110,195,148.5,-110
2022-03-03,GrandCanyon,68,57,UtahValley,-6.5,-110,-280,130.5,-110,6.5,-110,230,130.5,-110
2022-03-03,Arizona,81,69,Stanford,-18.5,-110,-2365,146.5,-110,18.5,-110,1205,146.5,-110
2022-03-03,UTEP,70,67,Rice,-6.5,-110,-280,145.0,-110,6.5,-110,230,145.0,-110
2022-03-03,CalSantaBarb,67,60,Hawaii,-7.0,-110,-315,130.0,-110,7.0,-110,255,130.0,-110
2022-03-03,AbileneChristian,80,64,DixieState,-12.5,-110,-650,145.0,-110,12.5,-110,475,145.0,-110
2022-03-03,CalIrvine,54,65,CalPolySLO,-10.5,-110,-570,122.5,-110,10.5,-110,420,122.5,-110
2022-03-03,Oregon,67,78,WashingtonU,-5.0,-110,-185,144.5,-110,5.0,-110,155,144.5,-110
2022-03-03,MemphisU,73,64,SouthFlorida,-13.0,-110,-750,130.5,-110,13.0,-110,525,130.5,-110
2022-03-03,Fairfield,65,59,Rider,-4.0,-110,-170,133.0,-110,4.0,-110,145,133.0,-110
2022-03-03,Kansas,72,68,TCU,-12.0,-110,-600,142.0,-110,12.0,-110,450,142.0,-110
2022-03-03,Tulane,82,67,CentralFlorida,-140.0,-110,-110,140.0,-110,140.0,-110,-110,140.0,-110
2022-03-03,ArizonaState,71,44,California,-7.5,-110,-310,126.5,-110,7.5,-110,250,126.5,-110
2022-03-03,NorthTexas,59,48,TexSanAntonio,-13.5,-110,-1010,122.5,-110,13.5,-110,705,122.5,-110
2022-03-03,SamHoustonSt,69,50,TarletonSt,-6.0,-110,-255,125.5,-110,6.0,-110,205,125.5,-110
2022-03-03,HoustonU,84,46,Temple,-16.5,-110,-1410,131.5,-110,16.5,-110,855,131.5,-110
2022-03-03,FlaAtlantic,71,51,FloridaIntl,-5.5,-110,-200,140.5,-110,5.5,-110,170,140.5,-110
2022-03-03,Niagara,74,52,Siena,-3.0,-110,-140,129.5,-110,3.0,-110,120,129.5,-110
2022-03-03,Iona,72,74,Manhattan,-10.0,-110,-540,142.5,-110,10.0,-110,395,142.5,-110
2022-03-03,Monmouth,75,72,Quinnipiac,-7.0,-110,-300,141.5,-110,7.0,-110,240,141.5,-110
2022-03-03,Marist,67,78,Canisius,-2.0,-110,-135,136.5,-110,2.0,-110,115,136.5,-110
2022-03-03,OhioState,80,69,MichiganState,-5.0,-110,-265,139.5,-110,5.0,-110,215,139.5,-110
2022-03-03,Illinois,60,55,PennState,-12.5,-110,-750,133.5,-110,12.5,-110,525,133.5,-110
2022-03-03,SMU,76,71,Cincinnati,-7.5,-110,-310,141.0,-110,7.5,-110,250,141.0,-110
2022-03-03,CSBakersfield,70,72,UCSanDiego,-3.0,-110,-170,135.0,-110,3.0,-110,145,135.0,-110
2022-03-03,CSFullerton,72,75,CalRiverside,-2.5,-110,-145,134.5,-110,2.5,-110,125,134.5,-110
2022-03-03,ULLafayette,67,64,UTArlington,-3.0,-110,-170,134.5,-110,3.0,-110,145,134.5,-110
2022-03-03,SanDiegoState,65,64,FresnoState,-8.0,-110,-370,116.0,-110,8.0,-110,295,116.0,-110
2022-03-03,CoppinState,59,63,MorganState,-152.0,-110,-125,152.0,-110,152.0,-110,105,152.0,-110
2022-03-03,Navy,71,64,American,-11.5,-110,-855,120.0,-110,11.5,-110,605,120.0,-110
2022-03-03,WashingtonState,71,67,OregonState,-14.5,-110,-1010,139.5,-110,14.5,-110,705,139.5,-110
2022-03-03,Lehigh,91,77,Army,-1.5,-110,-120,143.0,-110,1.5,-110,100,143.0,-110
2022-03-03,BostonU,76,64,LoyolaMaryland,-6.0,-110,-270,131.0,-110,6.0,-110,220,131.0,-110
2022-03-03,Liberty,52,47,Lipscomb,-10.0,-110,-750,146.0,-110,10.0,-110,525,146.0,-110
2022-03-03,Bellarmine,81,68,FlaGulfCoast,-3.0,-110,-160,144.5,-110,3.0,-110,135,144.5,-110
2022-03-03,JacksonvilleSt,78,67,KennesawSt,-8.0,-110,-350,138.5,-110,8.0,-110,280,138.5,-110
